PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,RESPONSE_VALUE_MEKK2MT
RESULT_TYPE,,,,,,,FLOAT
RESULT_DESCR,,,,,,,Percent response of Alexa488-MEK5 binding to MEKK2 Mutant
RESULT_UNIT,,,,,,,PERCENT
RESULT_ATTR_CONC_MICROMOL,,,,,,,10
673,4259146,836564,Inactive,2,,,5
674,4259154,769153,Inactive,9,,,-2
675,4259235,2942794,Inactive,14,,,-7
676,4259305,1085591,Inactive,6,,,1
677,4259359,2954055,Inactive,1,,,8
678,4259367,2225853,Inactive,3,,,4
679,4259421,1256340,Inactive,5,,,2
680,4259425,762623,Inactive,12,,,-5
681,4259457,573572,Inactive,7,,,0
682,4259564,2202529,Inactive,4,,,3
683,4259647,1245889,Inactive,11,,,-4
684,4259732,1249408,Inactive,4,,,11
685,4259867,2963161,Inactive,5,,,2
686,4260091,2976321,Inactive,9,,,-2
687,4260158,894107,Inactive,2,,,9
688,4260213,78262,Inactive,7,,,0
689,4260350,2211568,Inactive,14,,,-7
690,4260475,2897391,Inactive,6,,,1
691,4260646,1250645,Inactive,7,,,0
692,4260704,2959235,Inactive,1,,,8
693,4260734,1253744,Inactive,3,,,4
694,4260773,2954380,Inactive,5,,,2
695,4260840,2931752,Inactive,8,,,-1
696,4260858,715636,Inactive,8,,,-1
697,4260950,701131,Inactive,2,,,5
698,4261021,883146,Inactive,4,,,3
699,4261231,1974879,Inactive,20,,,-13
700,4261287,2948508,Inactive,5,,,2
701,4261383,990955,Inactive,1,,,8
702,4261407,828729,Inactive,8,,,15
703,4261461,2225516,Inactive,5,,,12
704,4261526,1246104,Inactive,6,,,13
705,4261552,935338,Inactive,9,,,-2
706,4261646,1241658,Inactive,7,,,0
707,4261665,2163146,Inactive,10,,,-3
708,4262108,2931972,Inactive,8,,,15
709,4262143,1301789,Inactive,9,,,-2
710,4262275,894444,Inactive,12,,,-5
711,4262300,2200267,Inactive,9,,,-2
712,4262329,2980574,Inactive,6,,,13
713,4262610,2226303,Inactive,3,,,4
714,4262643,1290119,Inactive,4,,,3
715,4262730,2179503,Inactive,11,,,-4
716,4262806,2974150,Inactive,4,,,3
717,4262834,1258023,Inactive,10,,,-3
718,4262872,973693,Inactive,5,,,12
719,4262952,1528116,Inactive,7,,,0
720,4263114,2229150,Inactive,11,,,-4
721,4263230,935459,Inactive,6,,,1
722,4263236,969966,Inactive,7,,,0
723,4263286,2943722,Inactive,3,,,4
724,4263350,2897840,Inactive,1,,,6
725,4263506,1250111,Inactive,6,,,1
726,4263532,1091576,Inactive,28,,,-21
727,4263707,1246021,Inactive,1,,,8
728,4263715,979893,Inactive,3,,,10
729,4263739,2970016,Inactive,4,,,3
730,4263747,739097,Inactive,17,,,-10
731,4263831,1519798,Inactive,12,,,-5
732,4263836,1293658,Inactive,11,,,-4
733,4263867,2203454,Inactive,12,,,-5
734,4263914,2981975,Inactive,20,,,27
735,4263946,973198,Inactive,3,,,4
736,4263956,2961787,Inactive,40,,,-33
737,4263992,1295396,Inactive,7,,,0
738,4264287,742825,Inactive,4,,,3
739,4264300,2943362,Inactive,19,,,-12
740,4264454,1299473,Inactive,7,,,0
741,4264596,745587,Inactive,4,,,3
742,4264616,2932109,Inactive,6,,,1
743,4264651,2197701,Inactive,27,,,34
744,4264747,1507925,Inactive,10,,,-3
745,4264998,2926746,Inactive,0,,,7
746,4265033,1313816,Inactive,0,,,7
747,4265071,1302019,Inactive,7,,,0
748,4265164,1251509,Inactive,21,,,-14
749,4265234,594148,Inactive,9,,,-2
750,4265338,2227132,Inactive,6,,,1
751,4265376,892015,Inactive,13,,,-6
752,4265555,2238230,Inactive,4,,,3
753,4265622,2959860,Inactive,15,,,-8
754,4265723,2068299,Inactive,14,,,-7
755,4265784,753334,Inactive,10,,,-3
756,4265901,1259383,Inactive,13,,,-6
757,4265928,2943524,Inactive,4,,,3
758,7964791,5307231,Inactive,4,,,11
759,7964801,6603593,Inactive,37,,,44
760,7964957,5307327,Inactive,19,,,26
761,7964981,5307341,Inactive,27,,,34
762,7965059,215970,Inactive,9,,,16
763,7965124,5307436,Inactive,52,,,59
764,7965314,5307551,Inactive,20,,,27
765,7965347,1071228,Inactive,4,,,3
766,7965369,5307582,Inactive,31,,,38
767,7965390,6603285,Inactive,12,,,19
768,7965958,3116930,Inactive,6,,,1
769,7966038,5307973,Inactive,9,,,-2
770,7966082,5308005,Inactive,18,,,25
771,7966434,5308230,Inactive,18,,,25
772,7966601,2868467,Inactive,41,,,48
773,7966622,5308340,Inactive,12,,,19
774,7966684,5308376,Inactive,30,,,37
775,7966912,2946698,Inactive,9,,,-2
776,7967090,5308617,Inactive,11,,,-4
777,7967237,5308702,Inactive,4,,,11
778,7967839,5309065,Inactive,22,,,29
779,7968162,4430867,Inactive,7,,,0
780,7968218,5309287,Inactive,35,,,42
781,7968423,5309397,Inactive,19,,,26
782,7968685,5309545,Inactive,7,,,14
783,7968834,4971246,Inactive,6,,,13
784,7968862,5309641,Inactive,21,,,28
785,7969269,5309867,Inactive,3,,,4
786,7969338,5309908,Inactive,24,,,31
787,7969384,5309938,Inactive,26,,,33
788,7969905,4349596,Inactive,34,,,-27
789,7970244,4129168,Inactive,23,,,-16
790,7971368,4586005,Inactive,3,,,10
791,7971432,5084783,Inactive,21,,,-14
792,7971580,4230873,Inactive,14,,,-7
793,7971760,4299391,Inactive,16,,,-9
794,7971955,789861,Inactive,9,,,-2
795,7972024,669410,Inactive,7,,,0
796,7972167,2885681,Inactive,20,,,27
797,7972283,1204217,Inactive,8,,,-1
798,7972293,1071302,Inactive,13,,,-6
799,7972317,790847,Inactive,2,,,5
800,7972361,1324479,Inactive,8,,,-1
801,7972484,705878,Inactive,1,,,6
802,7972575,702150,Inactive,2,,,9
803,7972587,800337,Inactive,5,,,2
804,7972770,135449190,Inactive,13,,,-6
805,7972910,2864153,Inactive,5,,,2
806,7973009,5310643,Inactive,17,,,-10
807,7973080,2282389,Inactive,2,,,5
808,7973106,718720,Inactive,3,,,4
809,7973139,5310650,Inactive,13,,,-6
810,7973227,2272440,Inactive,5,,,2
811,7973269,2917288,Inactive,4,,,3
812,7973287,640708,Inactive,6,,,1
813,7973313,1354379,Inactive,9,,,-2
814,7973314,1148829,Inactive,7,,,0
815,7973527,747913,Inactive,13,,,-6
816,7973540,760119,Inactive,6,,,13
817,7973569,788959,Inactive,2,,,5
818,7973580,2918790,Inactive,3,,,10
819,7973755,2887281,Inactive,14,,,-7
820,7973860,1069720,Inactive,1,,,8
821,7973915,3103803,Inactive,55,,,62
822,7974008,674928,Inactive,17,,,-10
823,7974081,776686,Inactive,17,,,-10
824,7974139,2788210,Inactive,0,,,7
825,7974234,669405,Inactive,9,,,-2
826,7974245,1285074,Inactive,18,,,-11
827,7974293,2887097,Inactive,10,,,-3
828,7974308,868908,Inactive,6,,,13
829,7974390,3345159,Inactive,7,,,0
830,7974422,2918437,Inactive,9,,,-2
831,7974480,2266609,Inactive,6,,,1
832,7974589,1158078,Inactive,8,,,-1
833,7974888,1336342,Inactive,15,,,-8
834,7974937,869390,Inactive,7,,,0
835,7974942,1347824,Inactive,14,,,-7
836,7974995,2889665,Inactive,2,,,5
837,7975000,1315075,Inactive,18,,,25
838,7975276,2891087,Inactive,3,,,10
839,7975383,869658,Inactive,10,,,-3
840,7975420,2282473,Inactive,7,,,0
841,7975590,2851079,Inactive,8,,,-1
842,7975603,1284169,Inactive,6,,,1
843,7975680,2857390,Inactive,9,,,16
844,7975728,744090,Inactive,7,,,0
845,7975819,736468,Inactive,13,,,-6
846,7975903,1105687,Inactive,11,,,-4
847,7975910,1120944,Inactive,6,,,1
848,7976044,750253,Inactive,3,,,4
849,7976086,874620,Inactive,5,,,2
850,7976140,2273260,Inactive,8,,,-1
851,7976367,1333561,Inactive,3,,,4
852,7976461,2279376,Inactive,5,,,2
853,7976601,760847,Inactive,2,,,5
854,7976697,1121690,Inactive,8,,,-1
855,7976737,2883729,Inactive,1,,,8
856,7976756,2899521,Inactive,5,,,2
857,7976900,2784339,Inactive,9,,,-2
858,7976967,2162375,Inactive,5,,,2
859,7977081,3700333,Inactive,9,,,-2
860,7977137,391237,Inactive,1,,,6
861,7977171,2883004,Inactive,0,,,7
862,7977553,874752,Inactive,6,,,1
863,7977695,6858846,Inactive,12,,,-5
864,7977747,1184632,Inactive,11,,,-4
865,7977772,2910742,Inactive,0,,,7
866,7977884,618745,Inactive,13,,,-6
867,7977996,870163,Inactive,5,,,2
868,7978218,1357539,Inactive,14,,,-7
869,7978320,762587,Inactive,3,,,4
870,7978385,1069559,Inactive,6,,,1
871,7978413,602886,Inactive,7,,,0
872,11532885,941651,Inactive,3,,,10
873,11532899,50088,Inactive,13,,,20
874,11532937,3396,Inactive,43,,,50
875,11532948,6420009,Inactive,41,,,48
876,11532960,449459,Inactive,32,,,39
877,11532977,5311103,Inactive,42,,,49
878,11532993,6419884,Inactive,13,,,-6
879,11532995,5702697,Inactive,35,,,-28
880,11533001,3335,Inactive,14,,,-7
881,11533007,253793,Inactive,1,,,8
882,11533012,5702223,Inactive,9,,,16
883,11533026,3564,Inactive,10,,,-3
884,11533030,71420,Inactive,0,,,7
885,11533059,359323,Inactive,21,,,-14
886,14718676,828569,Inactive,15,,,-8
887,14718802,1210267,Inactive,8,,,-1
888,14718871,825926,Inactive,11,,,-4
889,14718896,903830,Inactive,5,,,2
890,14718902,4360846,Inactive,7,,,0
891,14718940,9510880,Inactive,18,,,-11
892,14719070,4374373,Inactive,15,,,-8
893,14719141,986504,Inactive,12,,,-5
894,14719150,9549148,Inactive,14,,,21
895,14719252,406171,Inactive,14,,,-7
896,14719274,2206685,Inactive,2,,,5
897,14719299,1150,Inactive,2,,,9
898,14719328,1833,Inactive,5,,,12
899,14719361,2839325,Inactive,9,,,-2
900,14719378,728608,Inactive,17,,,-10
901,14720446,669174,Inactive,10,,,-3
902,14720447,685835,Inactive,8,,,-1
903,14720448,863645,Inactive,26,,,33
904,14720457,2272508,Inactive,9,,,-2
905,14720458,1098492,Inactive,10,,,-3
906,14720463,2872113,Inactive,9,,,-2
907,14720464,777437,Inactive,5,,,2
908,14720467,673868,Inactive,15,,,-8
909,14720472,2865676,Inactive,6,,,1
910,14720478,2902777,Inactive,2,,,5
911,14720479,236715,Inactive,3,,,4
912,14720530,3173668,Inactive,2,,,5
913,14720538,3192490,Inactive,3,,,4
914,14720862,769763,Inactive,12,,,-5
915,14720886,139410,Inactive,25,,,32
916,14720897,3191419,Inactive,10,,,-3
917,14720898,1641461,Inactive,9,,,-2
918,14720991,9549368,Inactive,10,,,-3
919,14721029,2835674,Inactive,7,,,0
920,14721057,3146836,Inactive,7,,,0
921,14721112,855559,Inactive,9,,,-2
922,14721226,1144272,Inactive,2,,,5
923,14721458,3190232,Inactive,9,,,-2
924,14721472,3212129,Inactive,8,,,-1
925,14721490,3153109,Inactive,7,,,0
926,14721495,3188399,Inactive,1,,,8
927,14721592,2848319,Inactive,5,,,2
928,14721614,135461539,Inactive,6,,,1
929,14721617,712987,Inactive,6,,,1
930,14721624,3777318,Inactive,9,,,-2
931,14721632,3221228,Inactive,5,,,2
932,14721638,3222663,Active,69,,Activator,76
933,14721647,3222668,Inactive,6,,,1
934,14721652,1172201,Inactive,3,,,4
935,14721658,3208003,Inactive,3,,,4
936,14721672,3214225,Inactive,6,,,1
937,14721680,1071754,Inactive,8,,,-1
938,14721682,9549395,Inactive,10,,,17
939,14721702,3213586,Inactive,3,,,10
940,14721714,3149084,Inactive,8,,,-1
941,14721727,2838298,Inactive,7,,,14
942,14721733,467461,Inactive,8,,,-1
943,14721746,744403,Inactive,13,,,-6
944,14721749,3223332,Inactive,17,,,-10
945,14721752,3221446,Inactive,0,,,7
946,14721754,3221232,Inactive,13,,,-6
947,14721759,3224155,Inactive,11,,,-4
948,14721763,3221251,Inactive,4,,,3
949,14721769,3210102,Inactive,7,,,0
950,14721805,3223253,Inactive,11,,,-4
951,14721812,3222449,Inactive,6,,,1
952,14721828,3210958,Inactive,5,,,2
953,14721956,2874606,Inactive,3,,,4
954,14721963,9549411,Inactive,49,,,56
955,14721974,1437933,Inactive,11,,,-4
956,14722176,3229211,Inactive,9,,,-2
957,14722270,1090904,Inactive,13,,,-6
958,14722522,3178238,Inactive,5,,,2
959,14722779,3221651,Inactive,7,,,0
960,14722838,779312,Inactive,10,,,-3
961,14722915,951469,Inactive,1,,,6
962,14722967,1087180,Inactive,14,,,-7
963,14722972,959536,Inactive,1,,,8
964,14722988,2950359,Inactive,7,,,0
965,14723015,889156,Inactive,4,,,3
966,14723039,1085584,Inactive,5,,,2
967,14723069,982244,Inactive,6,,,13
968,14723178,1082295,Inactive,7,,,0
969,14723201,1071416,Inactive,11,,,-4
970,14723374,1462125,Inactive,12,,,-5
971,14723381,3158006,Inactive,5,,,2
972,14723404,1432601,Inactive,6,,,13
973,14723449,1138680,Inactive,5,,,2
974,14723456,3172393,Inactive,3,,,10
975,14723479,1078658,Inactive,0,,,7
976,14723489,3156765,Inactive,9,,,-2
977,14723493,3217711,Inactive,4,,,3
978,14723499,738302,Inactive,11,,,-4
979,14723512,1796110,Inactive,20,,,-13
980,14723599,23386,Inactive,14,,,-7
981,14723674,3214434,Inactive,10,,,-3
982,14723679,707587,Inactive,15,,,-8
983,14723693,1164143,Inactive,10,,,-3
984,14723712,1457194,Inactive,2,,,5
985,14723737,1113795,Inactive,7,,,14
986,14723740,1135967,Inactive,3,,,4
987,14723791,3188521,Inactive,2,,,5
988,14723989,744368,Inactive,31,,,38
989,14724021,9549469,Inactive,6,,,1
990,14724030,1097795,Inactive,3,,,4
991,14724039,9549471,Inactive,12,,,-5
992,14724040,584690,Inactive,8,,,-1
993,14724062,1893792,Inactive,5,,,12
994,14724076,3137720,Inactive,14,,,-7
995,14724078,1125807,Inactive,2,,,5
996,14724087,376106,Inactive,9,,,-2
997,14724088,602836,Inactive,1,,,6
998,14724089,9549474,Inactive,1,,,6
999,14724125,9549475,Inactive,42,,,49
1000,14724128,417352,Inactive,8,,,15
1001,14724255,1016479,Inactive,12,,,-5
1002,14724300,776361,Inactive,21,,,-14
1003,14724344,3137801,Inactive,5,,,2
1004,14724362,788265,Inactive,24,,,-17
1005,14724377,9549483,Inactive,15,,,22
1006,14724430,2838819,Inactive,7,,,0
1007,14724443,9549487,Inactive,4,,,3
1008,14724512,736357,Inactive,11,,,-4
1009,14724580,54679254,Inactive,1,,,6
1010,14724585,9549494,Inactive,10,,,17
1011,14724633,1152716,Inactive,5,,,12
1012,14724635,1113670,Inactive,4,,,11
1013,14724662,995281,Inactive,10,,,-3
1014,14724694,820004,Inactive,10,,,-3
1015,14724727,9549501,Inactive,3,,,4
1016,14724761,691574,Inactive,6,,,1
1017,14724770,3101693,Inactive,6,,,1
1018,14724783,1588251,Inactive,51,,,-44
1019,14724804,828968,Inactive,7,,,0
1020,14724809,737532,Inactive,5,,,2
1021,14724814,3099462,Inactive,6,,,1
1022,14724821,2916581,Inactive,1,,,6
1023,14724883,3181857,Inactive,9,,,-2
1024,14724889,551498,Inactive,8,,,-1
1025,14724897,697179,Inactive,5,,,2
1026,14724919,1893498,Inactive,25,,,-18
1027,14724957,1657161,Inactive,1,,,8
1028,14725116,261391,Inactive,1,,,6
1029,14725117,511501,Inactive,1,,,8
1030,14725151,44246753,Inactive,24,,,31
1031,14725249,2882340,Inactive,8,,,-1
1032,14725394,9549549,Inactive,18,,,25
1033,14725621,757324,Inactive,6,,,1
1034,14725679,3133090,Inactive,14,,,-7
1035,14725689,3151000,Inactive,8,,,-1
1036,14725704,397073,Inactive,21,,,-14
1037,14725710,3210707,Inactive,6,,,1
1038,14725711,3197582,Inactive,9,,,-2
1039,14725717,2883757,Inactive,10,,,-3
1040,14725754,830808,Inactive,27,,,-20
1041,14725871,2829066,Inactive,7,,,0
1042,14725903,690625,Inactive,11,,,-4
1043,14726070,2951196,Inactive,6,,,1
1044,14726171,5346524,Inactive,14,,,-7
1045,14726333,821543,Inactive,8,,,-1
1046,14726455,3228706,Inactive,9,,,-2
1047,14726475,2792413,Inactive,5,,,2
1048,14726489,3155145,Inactive,7,,,0
1049,14726529,3154107,Inactive,16,,,-9
1050,14726585,5763354,Inactive,7,,,0
1051,14726605,60290,Inactive,7,,,0
1052,14726610,1441533,Inactive,32,,,39
1053,14726634,2267523,Inactive,5,,,2
1054,14726643,3229956,Inactive,9,,,-2
1055,14726646,5768671,Inactive,5,,,12
1056,14726771,2009411,Inactive,8,,,-1
1057,14726772,875306,Inactive,11,,,-4
1058,14726793,1036292,Inactive,14,,,-7
1059,14726836,2217887,Inactive,11,,,-4
1060,14726847,1825756,Inactive,9,,,-2
1061,14726988,1084713,Inactive,27,,,-20
1062,14726997,3117166,Inactive,8,,,15
1063,14727007,3100200,Inactive,9,,,-2
1064,14727121,625680,Inactive,10,,,-3
1065,14727174,1094866,Inactive,6,,,1
1066,14727186,1092646,Inactive,1,,,6
1067,14727218,1091766,Inactive,8,,,-1
1068,14727219,756538,Inactive,14,,,-7
1069,14727259,3229350,Inactive,11,,,-4
1070,14727334,832535,Inactive,22,,,-15
1071,14727364,901046,Inactive,9,,,-2
1072,14727380,9549634,Inactive,19,,,26
1073,14727389,9549638,Inactive,35,,,42
1074,14727390,3041892,Inactive,19,,,26
1075,14727418,9549642,Inactive,33,,,40
1076,14727426,9549651,Inactive,30,,,37
1077,14727451,9549656,Inactive,39,,,46
1078,14727480,3124631,Inactive,5,,,2
1079,14727533,4657175,Inactive,3,,,4
1080,14727562,848396,Inactive,10,,,-3
1081,14727604,979983,Inactive,6,,,1
1082,14727605,3330147,Inactive,9,,,-2
1083,14727640,841995,Inactive,5,,,2
1084,14727687,848899,Inactive,1,,,6
1085,14727694,5053511,Inactive,11,,,-4
1086,14727732,4602436,Inactive,5,,,2
1087,14727773,1140116,Inactive,9,,,-2
1088,14727805,901991,Inactive,10,,,-3
1089,14727814,9549691,Inactive,1,,,6
1090,14727815,1811463,Inactive,14,,,-7
1091,14727887,9549701,Inactive,23,,,30
1092,14727943,135473444,Inactive,5,,,12
1093,14728006,980314,Inactive,8,,,-1
1094,14728087,1214599,Inactive,6,,,1
1095,14728116,135431516,Inactive,0,,,7
1096,14728191,1588252,Inactive,27,,,-20
1097,14728211,9549732,Inactive,21,,,28
1098,14728241,589400,Inactive,6,,,1
1099,14728242,9618062,Inactive,7,,,0
1100,14728250,1210236,Inactive,13,,,-6
1101,14728318,864315,Inactive,9,,,-2
1102,14728325,3262203,Inactive,20,,,-13
1103,14728339,822954,Inactive,2,,,5
1104,14728394,1225415,Inactive,10,,,-3
1105,14728432,3559132,Inactive,6,,,1
1106,14728493,6100492,Inactive,10,,,-3
1107,14728603,9547764,Inactive,9,,,-2
1108,14728705,9549821,Inactive,15,,,22
1109,14728770,9549850,Inactive,25,,,32
1110,14728808,135473460,Inactive,5,,,2
1111,14728831,135473465,Inactive,24,,,31
1112,14728849,9549908,Inactive,5,,,2
1113,14728852,135473473,Inactive,33,,,40
1114,14729165,2890703,Inactive,8,,,-1
1115,14729302,2234355,Inactive,10,,,17
1116,14729512,1485194,Inactive,13,,,-6
1117,14729875,1249075,Inactive,11,,,18
1118,14730091,1478119,Inactive,7,,,0
1119,14730234,2947521,Inactive,1,,,8
1120,14730410,3362642,Inactive,8,,,-1
1121,14730439,567825,Inactive,2,,,5
1122,14730496,9550045,Inactive,18,,,25
1123,14730631,2192212,Inactive,4,,,3
1124,14730661,2940986,Inactive,2,,,5
1125,14730664,2792534,Inactive,1,,,6
1126,14730730,9550051,Inactive,4,,,11
1127,14730750,9550052,Inactive,1,,,6
1128,14730761,6015583,Inactive,14,,,-7
1129,14730770,2934772,Inactive,3,,,4
1130,14730838,2951571,Inactive,2,,,9
1131,14730849,2858410,Inactive,5,,,2
1132,14730920,4315951,Inactive,13,,,-6
1133,14731013,2187354,Inactive,15,,,-8
1134,14731062,1296926,Inactive,1,,,6
1135,14731086,135474141,Inactive,25,,,-18
1136,14731316,9550083,Inactive,19,,,-12
1137,14731318,9550084,Inactive,6,,,1
1138,14731341,9550098,Inactive,5,,,2
1139,14731349,2846028,Inactive,1,,,8
1140,14731445,2852497,Inactive,11,,,-4
1141,14731482,1393517,Inactive,33,,,40
1142,14731529,4525014,Inactive,7,,,14
1143,14731702,4364919,Inactive,16,,,-9
1144,14731726,9550147,Inactive,5,,,2
1145,14731838,9550172,Inactive,9,,,-2
1146,14731889,5350331,Inactive,14,,,-7
1147,14731934,135476830,Inactive,6,,,1
1148,14731941,9550178,Inactive,4,,,3
1149,14731964,9550192,Inactive,4,,,3
1150,14731979,9550199,Inactive,1,,,8
1151,14731981,4407881,Inactive,3,,,4
1152,14731983,24215092,Inactive,10,,,-3
1153,14731997,1304440,Inactive,3,,,10
1154,14732059,2956995,Inactive,11,,,18
1155,14732103,2869088,Inactive,0,,,7
1156,14732217,718667,Inactive,8,,,-1
1157,14732233,7341067,Inactive,12,,,-5
1158,14732313,6110527,Inactive,25,,,-18
1159,14732315,1485057,Inactive,4,,,3
1160,14732328,2968114,Inactive,8,,,-1
1161,14732338,135401708,Inactive,10,,,-3
1162,14732460,930809,Inactive,9,,,-2
1163,14732518,2831789,Inactive,20,,,27
1164,14732540,1312356,Inactive,20,,,27
1165,14732582,711808,Inactive,2,,,5
1166,14732603,2948996,Inactive,10,,,17
1167,14732648,9550264,Inactive,14,,,-7
1168,14732649,6619564,Inactive,4,,,3
1169,14732713,2136917,Inactive,54,,,61
1170,14732733,3591680,Inactive,5,,,2
1171,14732745,6621092,Inactive,4,,,3
1172,14732752,4072173,Inactive,11,,,-4
1173,14732793,5153399,Inactive,13,,,-6
1174,14732900,4002880,Inactive,2,,,9
1175,14732919,2736420,Inactive,3,,,10
1176,14733027,9550358,Inactive,11,,,-4
1177,14733028,9550359,Inactive,5,,,2
1178,14733030,9550360,Inactive,3,,,4
1179,14733162,9550401,Inactive,7,,,14
1180,14733210,9550414,Inactive,10,,,-3
1181,14733212,9550416,Inactive,14,,,-7
1182,14733388,9550477,Inactive,50,,,57
1183,14733446,135407486,Inactive,14,,,21
1184,14733457,9550499,Inactive,0,,,7
1185,14733475,4361101,Inactive,20,,,-13
1186,14733521,2136878,Inactive,40,,,47
1187,14733533,669165,Inactive,14,,,-7
1188,14733534,804682,Inactive,16,,,-9
1189,14733567,9550528,Inactive,12,,,-5
1190,14733640,2838351,Inactive,1,,,6
1191,14733658,2224585,Inactive,4,,,3
1192,14733711,2169905,Inactive,12,,,-5
1193,14733714,2934155,Inactive,10,,,-3
1194,14733731,1832219,Inactive,6,,,1
1195,14733748,2236940,Inactive,7,,,0
1196,14733810,2931813,Inactive,16,,,23
1197,14733849,2185720,Inactive,36,,,-29
1198,14733858,135476853,Inactive,5,,,2
1199,14733882,5556789,Inactive,9,,,-2
1200,14733888,2867522,Inactive,9,,,-2
1201,14733936,2911003,Inactive,6,,,1
1202,14734038,1352622,Inactive,12,,,-5
1203,14734048,2950067,Inactive,20,,,27
1204,14734196,9550576,Inactive,18,,,25
1205,14734199,9550579,Inactive,30,,,37
1206,14734253,9550587,Inactive,1,,,6
1207,14734404,1038543,Inactive,31,,,38
1208,14734720,2136935,Active,74,,Activator,81
1209,14734782,2224325,Inactive,11,,,-4
1210,14734864,2862239,Inactive,0,,,7
1211,14735102,2884325,Inactive,33,,,40
1212,14735143,794011,Inactive,26,,,-19
1213,14735144,793994,Inactive,31,,,-24
1214,14735292,4918698,Inactive,4,,,3
1215,14735380,9550693,Inactive,6,,,13
1216,14735491,3941062,Inactive,11,,,-4
1217,14735507,9550737,Inactive,5,,,12
1218,14735512,9550740,Inactive,6,,,13
1219,14735592,2136907,Active,67,,Activator,74
1220,14735599,9550779,Inactive,23,,,30
1221,14735678,9550809,Inactive,4,,,3
1222,14735679,9550810,Inactive,12,,,-5
1223,14735680,9550811,Inactive,24,,,-17
1224,14735706,9550824,Inactive,4,,,3
1225,14735713,9550830,Inactive,5,,,2
1226,14735726,18526314,Inactive,37,,,-30
1227,14735800,1379297,Inactive,1,,,6
1228,14735806,2842227,Inactive,4,,,3
1229,14735877,2901943,Inactive,3,,,4
1230,14735927,1190011,Inactive,38,,,-31
1231,14735976,2249855,Inactive,5,,,2
1232,14736015,2894287,Inactive,1,,,6
1233,14736038,135402625,Inactive,5,,,2
1234,14736039,794739,Inactive,14,,,-7
1235,14736141,1299052,Inactive,27,,,-20
1236,14736276,5787791,Inactive,12,,,-5
1237,14736314,4047587,Inactive,23,,,-16
1238,14736420,5728072,Inactive,11,,,-4
1239,14736421,2878744,Inactive,6,,,1
1240,14736447,799999,Inactive,8,,,-1
1241,14736452,2951909,Inactive,24,,,31
1242,14736482,2908734,Inactive,14,,,21
1243,14736633,1730686,Inactive,15,,,-8
1244,14736730,2201553,Inactive,9,,,-2
1245,14736735,1292429,Inactive,8,,,-1
1246,14736817,754884,Inactive,2,,,9
