PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,RESPONSE_VALUE_MEKK2MT
RESULT_TYPE,,,,,,,FLOAT
RESULT_DESCR,,,,,,,Percent response of Alexa488-MEK5 binding to MEKK2 Mutant
RESULT_UNIT,,,,,,,PERCENT
RESULT_ATTR_CONC_MICROMOL,,,,,,,10
4494,24824964,2122050,Inactive,11,,,-4
4495,24824981,2480734,Inactive,15,,,-8
4496,24825009,16195858,Inactive,7,,,0
4497,24825024,3987192,Inactive,15,,,-8
4498,24825053,2117140,Inactive,1,,,6
4499,24825056,3984161,Inactive,7,,,0
4500,24825061,3593394,Inactive,2,,,5
4501,24825081,3947440,Inactive,4,,,3
4502,24825083,4213400,Inactive,3,,,4
4503,24825086,4003258,Inactive,8,,,-1
4504,24825096,2077625,Inactive,9,,,-2
4505,24825111,2129347,Inactive,5,,,2
4506,24825115,2161820,Inactive,12,,,-5
4507,24825120,2087280,Inactive,5,,,2
4508,24825134,4539967,Inactive,7,,,0
4509,24825155,4328595,Inactive,7,,,0
4510,24825165,4236648,Inactive,15,,,-8
4511,24825168,2456253,Inactive,13,,,-6
4512,24825215,2129380,Inactive,5,,,2
4513,24825233,4243382,Inactive,2,,,9
4514,24825239,2808597,Inactive,5,,,12
4515,24825245,5131087,Inactive,1,,,8
4516,24825260,5217111,Inactive,6,,,1
4517,24825266,3796763,Inactive,10,,,-3
4518,24825272,2161481,Inactive,9,,,-2
4519,24825366,16195901,Inactive,47,,,54
4520,24825379,2670238,Inactive,53,,,60
4521,24825440,16195907,Inactive,21,,,28
4522,24825450,2430929,Inactive,3,,,4
4523,24825607,6903670,Inactive,13,,,-6
4524,24825714,2430892,Inactive,38,,,45
4525,24825732,3300645,Inactive,4,,,11
4526,24825760,16195926,Inactive,46,,,53
4527,24825773,16195927,Inactive,11,,,-4
4528,24825944,4216484,Inactive,2,,,9
4529,24826084,2470509,Inactive,2,,,5
4530,24826300,2531524,Inactive,13,,,-6
4531,24826308,3955363,Inactive,0,,,7
4532,24826315,4836374,Inactive,14,,,21
4533,24826346,4840463,Inactive,11,,,-4
4534,24826358,2408861,Inactive,8,,,15
4535,24826434,6894483,Inactive,8,,,-1
4536,24826451,4175604,Inactive,7,,,0
4537,24826489,2531361,Inactive,2,,,5
4538,24826523,2397614,Inactive,36,,,-29
4539,24826526,6070576,Inactive,41,,,-34
4540,24826566,2246409,Inactive,15,,,22
4541,24826582,1934103,Inactive,31,,,38
4542,24826644,2402596,Inactive,12,,,-5
4543,24826688,6364517,Inactive,46,,,-39
4544,24826831,3551385,Inactive,17,,,-10
4545,24826851,3280196,Inactive,3,,,4
4546,24826874,2481465,Inactive,5,,,2
4547,24826910,16195981,Inactive,8,,,-1
4548,24826946,9675912,Inactive,3,,,10
4549,24826964,2422550,Inactive,10,,,-3
4550,24826984,4604925,Inactive,2,,,9
4551,24826988,9644822,Inactive,0,,,7
4552,24827037,3481272,Inactive,3,,,10
4553,24827105,2531246,Inactive,2,,,5
4554,24827135,2459972,Inactive,10,,,-3
4555,24827277,2408873,Inactive,10,,,-3
4556,24827317,2433778,Inactive,4,,,3
4557,24827344,229800,Inactive,26,,,-19
4558,24827354,200127,Inactive,15,,,-8
4559,24827357,16195997,Inactive,49,,,56
4560,24827378,684607,Inactive,14,,,-7
4561,24827393,16240103,Inactive,27,,,34
4562,24827420,2356907,Inactive,10,,,-3
4563,24827439,4429110,Inactive,11,,,-4
4564,24827446,4343980,Inactive,4,,,3
4565,24827497,598544,Inactive,10,,,-3
4566,24827498,2834307,Inactive,1,,,8
4567,24827516,3302532,Inactive,6,,,1
4568,24827522,4882470,Inactive,6,,,1
4569,24827527,2595305,Inactive,9,,,-2
4570,24827539,4883496,Inactive,2,,,5
4571,24827549,2409129,Inactive,4,,,3
4572,24827563,2467530,Inactive,1,,,6
4573,24827610,4637210,Inactive,9,,,-2
4574,24827618,2537513,Inactive,4,,,3
4575,24827653,4882475,Inactive,9,,,-2
4576,24827660,2594446,Inactive,13,,,-6
4577,24827666,4883241,Inactive,12,,,-5
4578,24827669,16196013,Inactive,10,,,-3
4579,24827676,9655040,Inactive,6,,,1
4580,24827711,2272797,Inactive,14,,,-7
4581,24827748,1551733,Inactive,9,,,-2
4582,24827751,16196016,Inactive,37,,,-30
4583,24827873,2483623,Active,83,,Activator,90
4584,24827876,9655659,Inactive,21,,,28
4585,24827899,1799204,Inactive,10,,,-3
4586,24827950,2445266,Inactive,1,,,6
4587,24828195,4877140,Inactive,12,,,-5
4588,24828283,6903235,Inactive,14,,,-7
4589,24828319,16196046,Inactive,14,,,21
4590,24828344,2352953,Inactive,4,,,3
4591,24828485,2547893,Inactive,15,,,-8
4592,24828606,2417359,Inactive,4,,,3
4593,24828629,16196089,Active,98,,Activator,105
4594,24828633,16239510,Inactive,11,,,-4
4595,24828682,4962043,Inactive,12,,,-5
4596,24828710,4694254,Inactive,9,,,-2
4597,24828810,5340499,Inactive,5,,,2
4598,24828918,16196111,Inactive,26,,,33
4599,24828930,2378317,Inactive,13,,,-6
4600,24828940,4884835,Inactive,8,,,-1
4601,24828974,16196114,Inactive,26,,,33
4602,24828996,5022023,Inactive,10,,,-3
4603,24829034,2329736,Inactive,46,,,53
4604,24829056,2124438,Inactive,13,,,-6
4605,24829170,16196127,Inactive,11,,,-4
4606,24829445,2081692,Inactive,3,,,4
4607,24829509,2353319,Inactive,18,,,25
4608,24829549,2349968,Inactive,6,,,1
4609,24829581,2371752,Inactive,10,,,-3
4610,24829713,2341784,Inactive,8,,,-1
4611,24829723,2341018,Inactive,8,,,-1
4612,24829730,3952413,Inactive,9,,,-2
4613,24829751,5144505,Inactive,2,,,5
4614,24829859,16196184,Inactive,0,,,7
4615,24829929,4468850,Inactive,4,,,11
4616,24830183,3441516,Inactive,14,,,-7
4617,24830235,575337,Inactive,3,,,4
4618,24830337,16196223,Inactive,29,,,-22
4619,24830356,2078937,Inactive,17,,,-10
4620,24830368,2371766,Inactive,6,,,1
4621,24830419,4372621,Inactive,12,,,-5
4622,24830457,2434718,Inactive,4,,,3
4623,24830461,2435649,Inactive,0,,,7
4624,24830704,16196245,Active,85,,Activator,92
4625,24830865,2418504,Inactive,6,,,1
4626,24830926,2360821,Inactive,10,,,-3
4627,24831235,2575240,Inactive,3,,,4
4628,24831284,135437422,Inactive,20,,,27
4629,24831294,2527472,Inactive,33,,,40
4630,24831537,2415375,Inactive,4,,,3
4631,24831690,3886690,Inactive,10,,,-3
4632,24831700,2435350,Inactive,6,,,1
4633,24831749,2416154,Inactive,4,,,3
4634,24831813,2110246,Inactive,8,,,-1
4635,24831815,4878878,Inactive,14,,,-7
4636,24831818,5136453,Inactive,2,,,5
4637,24831819,3852812,Inactive,11,,,18
4638,24831830,2413117,Inactive,10,,,17
4639,24831919,2323138,Inactive,14,,,21
4640,24831989,2564914,Inactive,13,,,-6
4641,24832071,4966753,Inactive,32,,,39
4642,24832104,2549212,Inactive,10,,,-3
4643,24832173,2549182,Inactive,1,,,6
4644,24832222,2080746,Active,100,,Activator,166
4645,24832226,2083100,Inactive,8,,,-1
4646,24832344,3683813,Inactive,8,,,15
4647,24832384,851827,Inactive,1,,,8
4648,24832535,4835790,Inactive,2,,,9
4649,24832600,16196357,Inactive,2,,,5
4650,24832650,7406762,Inactive,4,,,3
4651,24832651,2670110,Inactive,27,,,34
4652,24832686,2398852,Inactive,13,,,-6
4653,24832734,2442182,Inactive,3,,,4
4654,24832735,4877786,Inactive,12,,,19
4655,24832956,2454139,Inactive,18,,,-11
4656,24832958,2548699,Inactive,9,,,-2
4657,24832963,6416719,Inactive,14,,,-7
4658,24833190,2421787,Inactive,3,,,4
4659,24833213,16196428,Inactive,38,,,45
4660,24833214,16196430,Inactive,15,,,22
4661,24833215,16196432,Inactive,45,,,52
4662,24833218,16196438,Inactive,5,,,12
4663,24833220,16196440,Active,97,,Activator,104
4664,24833222,16196444,Inactive,45,,,52
4665,24833230,16196448,Active,100,,Activator,132
4666,24833336,6904634,Inactive,8,,,-1
4667,24833366,135512177,Inactive,10,,,-3
4668,24833437,16196466,Inactive,5,,,12
4669,24833444,16196469,Inactive,58,,,65
4670,24833507,2569739,Inactive,3,,,10
4671,24833615,2393576,Inactive,10,,,-3
4672,24833679,16196496,Inactive,8,,,15
4673,24833697,16196504,Active,69,,Activator,76
4674,24833725,16196513,Active,82,,Activator,89
4675,24833738,16196520,Inactive,13,,,20
4676,24833739,16196522,Inactive,1,,,6
4677,24833741,16196526,Inactive,7,,,14
4678,24833743,16196530,Active,82,,Activator,89
4679,24833744,16196532,Inactive,23,,,30
4680,24833758,16196536,Active,100,,Activator,110
4681,24833776,5870706,Inactive,0,,,7
4682,24833783,2675193,Inactive,8,,,-1
4683,24833822,16196543,Active,86,,Activator,93
4684,24833928,16196557,Active,100,,Activator,107
4685,24833935,5750335,Inactive,59,,,-52
4686,24833951,16196565,Inactive,9,,,-2
4687,24833976,16196576,Inactive,18,,,25
4688,24833978,16196578,Active,100,,Activator,132
4689,24833979,16196580,Active,80,,Activator,87
4690,24833981,16196582,Inactive,61,,,68
4691,24833982,16196584,Inactive,43,,,50
4692,24833983,16196586,Inactive,61,,,68
4693,24833984,16196588,Inactive,1,,,8
4694,24833985,16196590,Active,82,,Activator,89
4695,24833986,16196592,Inactive,10,,,17
4696,24833987,16196594,Inactive,21,,,28
4697,24833989,16196598,Active,100,,Activator,110
4698,24833990,16196600,Active,88,,Activator,95
4699,24833991,16196602,Inactive,13,,,20
4700,24833992,16196604,Inactive,40,,,47
4701,24833994,16196606,Inactive,1,,,8
4702,24833996,16196610,Active,79,,Activator,86
4703,24834002,16196618,Inactive,8,,,15
4704,24834009,16196628,Inactive,16,,,23
4705,24834013,16196636,Active,100,,Activator,117
4706,24834015,16196640,Inactive,12,,,19
4707,24834023,16196648,Inactive,14,,,21
4708,24834032,16196654,Inactive,1,,,8
4709,24834066,16196658,Inactive,1,,,8
4710,24834078,3881756,Inactive,17,,,24
4711,24834216,2344971,Inactive,12,,,-5
4712,24834352,3708238,Inactive,8,,,-1
4713,24834423,309599,Inactive,13,,,-6
4714,24834539,4664366,Inactive,25,,,-18
4715,24834652,4663825,Inactive,0,,,7
4716,24834876,3487774,Inactive,7,,,0
4717,24834881,6823777,Inactive,16,,,-9
4718,24834972,2172366,Inactive,1,,,6
4719,24834983,3578652,Inactive,13,,,20
4720,24835017,699493,Inactive,9,,,-2
4721,24835104,4441309,Inactive,6,,,1
4722,24835128,2524665,Inactive,10,,,-3
4723,24835182,135519954,Inactive,45,,,52
4724,24835299,2604353,Inactive,2,,,5
4725,24835302,16196728,Inactive,2,,,9
4726,24835339,2094391,Inactive,2,,,5
4727,24835398,2093084,Inactive,9,,,-2
4728,24835426,16196734,Inactive,11,,,18
4729,24835454,2540194,Inactive,13,,,-6
4730,24835488,3896374,Inactive,5,,,2
4731,24835506,3276076,Inactive,2,,,9
4732,24835513,4882879,Inactive,5,,,12
4733,24835544,2094205,Inactive,7,,,0
4734,24835640,2518137,Inactive,7,,,0
4735,24835670,4993844,Inactive,12,,,-5
4736,24835749,4520313,Inactive,8,,,-1
4737,24836002,9644363,Inactive,6,,,1
4738,24836033,3840199,Inactive,2,,,9
4739,24836149,4881783,Inactive,7,,,0
4740,24836226,2090719,Inactive,25,,,32
4741,24836311,2348507,Inactive,2,,,5
4742,24836390,4001028,Inactive,3,,,4
4743,24836441,135425329,Inactive,5,,,2
4744,24836480,2501701,Inactive,7,,,0
4745,24836482,2114986,Inactive,7,,,0
4746,24836708,16196823,Active,92,,Activator,99
4747,24837063,3522250,Inactive,3,,,4
4748,24837307,2424615,Inactive,3,,,10
4749,24837320,2406863,Inactive,9,,,-2
4750,24837360,3689276,Inactive,23,,,-16
4751,24837413,2117919,Inactive,7,,,0
4752,24837425,3897324,Inactive,11,,,-4
4753,24837440,4097124,Inactive,13,,,-6
4754,24837543,2532503,Inactive,27,,,34
4755,24837599,4969512,Inactive,5,,,2
4756,24837647,2405775,Inactive,10,,,-3
4757,24837795,135517773,Inactive,7,,,0
4758,24837822,726364,Inactive,9,,,-2
4759,24837823,4834910,Inactive,14,,,-7
4760,24837881,3505859,Inactive,9,,,-2
4761,24837915,2339785,Inactive,14,,,-7
4762,24837959,4964205,Inactive,3,,,4
4763,24837992,2475132,Inactive,1,,,8
4764,24838062,867566,Inactive,13,,,-6
4765,24838205,3244725,Inactive,11,,,18
4766,24838207,3241992,Inactive,8,,,15
4767,24838247,3239890,Inactive,26,,,33
4768,24838873,3237045,Inactive,6,,,1
4769,24838893,5307224,Inactive,58,,,65
4770,24838895,5309189,Inactive,55,,,62
4771,24838905,3241881,Inactive,1,,,8
4772,24838912,3239624,Inactive,4,,,3
4773,24839009,3237538,Inactive,8,,,-1
4774,24839230,5308248,Inactive,55,,,62
4775,24839406,3235959,Inactive,5,,,2
4776,24839407,3243503,Inactive,7,,,0
4777,24839540,3945181,Inactive,3,,,4
4778,24839626,16196924,Inactive,13,,,20
4779,24839661,3236581,Inactive,10,,,17
4780,24839811,2649849,Inactive,29,,,36
4781,24840307,16196931,Inactive,25,,,32
4782,24840681,6602767,Inactive,32,,,39
4783,24840755,661535,Inactive,51,,,58
4784,24840763,666155,Inactive,11,,,-4
4785,24840866,6603014,Inactive,41,,,48
4786,24840944,667108,Inactive,7,,,14
4787,24840988,657845,Inactive,11,,,-4
4788,24841017,659226,Inactive,32,,,-25
4789,24841561,16197054,Inactive,9,,,-2
4790,24841660,16197144,Inactive,7,,,0
4791,24841716,16197200,Inactive,2,,,9
4792,24841736,16197230,Inactive,7,,,0
4793,26657412,11948965,Inactive,11,,,-4
4794,26657539,2429594,Inactive,11,,,-4
4795,26657546,13634471,Inactive,25,,,32
4796,26657603,3920242,Inactive,23,,,-16
4797,26657711,2531853,Inactive,5,,,2
4798,26657894,4969429,Active,69,,Activator,76
4799,26658145,2064087,Inactive,11,,,-4
4800,26658164,2470424,Inactive,7,,,0
4801,26658317,2488804,Inactive,4,,,3
4802,26658343,2865909,Inactive,3,,,4
4803,26658421,827749,Inactive,15,,,-8
4804,26658719,135447385,Inactive,16,,,-9
4805,26658888,9620528,Inactive,19,,,26
4806,26659047,3794569,Inactive,24,,,-17
4807,26659186,2729793,Inactive,10,,,17
4808,26659229,9627919,Active,82,,Activator,89
4809,26659257,2846928,Inactive,10,,,17
4810,26659298,16681816,Inactive,56,,,63
4811,26659302,2026185,Inactive,24,,,31
4812,26659332,6111476,Inactive,0,,,7
4813,26659382,16681822,Inactive,23,,,30
4814,26659488,16681841,Inactive,12,,,-5
4815,26659533,1919081,Inactive,59,,,66
4816,26659630,16681910,Inactive,21,,,-14
4817,26659656,16681922,Inactive,18,,,-11
4818,26659738,16681962,Inactive,12,,,19
4819,26659821,3352410,Inactive,41,,,48
4820,26659853,4331622,Inactive,14,,,-7
4821,26659895,16681990,Inactive,6,,,1
4822,26659975,3315168,Inactive,18,,,-11
4823,26660107,7317256,Inactive,5,,,2
4824,26660108,5522369,Inactive,7,,,0
4825,26660132,16682050,Inactive,11,,,-4
4826,26660144,3252833,Inactive,3,,,4
4827,26660223,16682067,Inactive,53,,,-46
4828,26660224,3294033,Inactive,26,,,-19
4829,26660255,305765,Inactive,19,,,-12
4830,26660276,5591767,Inactive,4,,,3
4831,26660284,135591541,Inactive,16,,,-9
4832,26660326,1880289,Inactive,9,,,-2
4833,26660329,1602469,Inactive,10,,,-3
4834,26660339,608658,Inactive,4,,,3
4835,26660365,5189681,Inactive,9,,,-2
4836,26660391,66949,Inactive,7,,,0
4837,26660404,16682083,Inactive,43,,,50
4838,26660431,1982709,Inactive,7,,,0
4839,26660432,9610797,Inactive,4,,,11
4840,26660448,5290698,Inactive,1,,,8
4841,26660470,921268,Inactive,10,,,-3
4842,26660473,1815491,Inactive,19,,,-12
4843,26660495,1077742,Inactive,9,,,-2
4844,26660591,5886744,Inactive,18,,,-11
4845,26660610,6878489,Inactive,10,,,-3
4846,26660650,6887223,Inactive,13,,,-6
4847,26660671,9557730,Inactive,54,,,-47
4848,26660701,16682126,Inactive,10,,,-3
4849,26660778,6456545,Inactive,4,,,3
4850,26660782,2835299,Inactive,8,,,-1
4851,26660797,16682142,Inactive,1,,,6
4852,26660802,9556823,Inactive,11,,,18
4853,26660838,914723,Inactive,5,,,2
4854,26660874,5979754,Inactive,9,,,-2
4855,26660892,1496836,Inactive,9,,,-2
4856,26660934,2893826,Inactive,20,,,-13
4857,26660946,3747130,Inactive,3,,,4
4858,26660969,6907129,Inactive,9,,,-2
4859,26660970,2554303,Inactive,9,,,-2
4860,26660977,854214,Inactive,5,,,2
4861,26661060,2568123,Inactive,4,,,3
4862,26661103,3727149,Inactive,1,,,6
4863,26661222,9664357,Inactive,17,,,-10
4864,26661249,5110999,Inactive,12,,,-5
4865,26661312,135450482,Inactive,7,,,0
4866,26661316,16682214,Inactive,17,,,24
4867,26661341,5192509,Inactive,4,,,3
4868,26661345,787888,Inactive,7,,,0
4869,26661367,5450701,Inactive,13,,,-6
4870,26661400,2329331,Inactive,4,,,3
4871,26661518,936638,Inactive,10,,,-3
4872,26661530,16682221,Inactive,14,,,21
4873,26661563,5122175,Inactive,10,,,-3
4874,26661566,2372137,Inactive,4,,,3
4875,26661574,942804,Inactive,19,,,26
4876,26661748,6879508,Inactive,6,,,1
4877,26661782,5898671,Inactive,0,,,7
4878,26661831,6387158,Inactive,12,,,-5
4879,26661900,921367,Inactive,12,,,19
4880,26661924,6880792,Inactive,14,,,-7
4881,26661997,3802172,Inactive,3,,,4
4882,26662053,16682255,Inactive,16,,,23
4883,26662159,2018324,Inactive,15,,,-8
4884,26662262,135543905,Inactive,20,,,27
4885,26662300,2848081,Inactive,44,,,51
4886,26662307,16682274,Inactive,12,,,-5
4887,26662328,135478081,Inactive,11,,,-4
4888,26662351,6882781,Inactive,10,,,-3
4889,26662357,4397727,Inactive,5,,,2
4890,26662433,16682278,Inactive,16,,,23
4891,26662465,9619102,Inactive,6,,,1
4892,26662494,1986244,Inactive,1,,,6
4893,26662565,840243,Inactive,7,,,0
4894,26662581,2036296,Inactive,10,,,-3
4895,26662724,3697065,Inactive,9,,,-2
4896,26662733,6870065,Inactive,7,,,0
4897,26662748,3306187,Inactive,12,,,-5
4898,26662753,16682303,Inactive,11,,,-4
4899,26662825,16240066,Inactive,55,,,62
4900,26662867,16237974,Inactive,18,,,-11
4901,26662930,4027061,Inactive,10,,,-3
4902,26662937,5975659,Inactive,8,,,-1
4903,26662995,16682325,Inactive,40,,,47
4904,26663032,16682329,Inactive,30,,,37
4905,26663121,3371270,Inactive,7,,,0
4906,26663232,6881273,Inactive,7,,,0
4907,26663422,9655013,Inactive,2,,,5
4908,26663452,16682362,Inactive,23,,,30
4909,26663453,4396771,Inactive,22,,,29
4910,26663516,3421168,Inactive,14,,,-7
4911,26663540,4282663,Inactive,56,,,63
4912,26663610,1963859,Inactive,44,,,51
4913,26663657,4890044,Inactive,16,,,23
4914,26663658,2035190,Active,82,,Activator,89
4915,26663673,6854862,Inactive,11,,,-4
4916,26663815,1639133,Inactive,9,,,-2
4917,26663896,1987738,Inactive,31,,,38
4918,26663912,16472035,Active,100,,Activator,116
4919,26663928,3549319,Inactive,4,,,3
4920,26663929,4899114,Inactive,18,,,25
4921,26664059,1845979,Inactive,5,,,2
4922,26664065,3709692,Inactive,10,,,-3
4923,26664123,1954687,Inactive,38,,,45
4924,26664221,3266651,Inactive,8,,,-1
4925,26664288,21632,Inactive,5,,,12
4926,26664308,16682401,Inactive,8,,,-1
4927,26664362,227337,Inactive,2,,,9
4928,26664378,229284,Inactive,11,,,-4
4929,26664467,135401854,Inactive,32,,,-25
4930,26664474,232570,Inactive,12,,,19
4931,26664508,232048,Inactive,19,,,-12
4932,26664517,224524,Active,68,,Activator,75
4933,26664567,260309,Inactive,1,,,8
4934,26664622,274295,Inactive,6,,,1
4935,26664759,16682411,Inactive,15,,,22
4936,26664777,311976,Inactive,5,,,2
4937,26664781,319089,Inactive,21,,,28
4938,26664915,269208,Inactive,5,,,2
4939,26664929,135468184,Inactive,9,,,-2
4940,26664932,301935,Inactive,43,,,50
4941,26664990,24674,Inactive,3,,,10
4942,26665004,347641,Inactive,18,,,-11
4943,26665093,8366,Inactive,5,,,2
4944,26665097,244386,Inactive,12,,,-5
4945,26665112,246764,Inactive,7,,,0
4946,26665125,247634,Inactive,5,,,12
4947,26665144,9189,Inactive,4,,,3
4948,26665151,5702063,Inactive,11,,,-4
4949,26665306,328144,Inactive,25,,,32
4950,26665361,5357469,Inactive,10,,,-3
4951,26665520,9638318,Inactive,18,,,25
4952,26665582,1914336,Inactive,6,,,1
4953,26665721,6220178,Inactive,30,,,37
4954,26665805,237637,Inactive,11,,,-4
4955,26665875,3304180,Inactive,11,,,18
4956,26665919,941014,Inactive,7,,,0
4957,26666047,2029627,Inactive,11,,,-4
4958,26666053,3774839,Inactive,24,,,31
4959,26666070,255329,Inactive,9,,,16
4960,26666123,300949,Inactive,9,,,16
4961,26666176,261123,Inactive,6,,,13
4962,26666180,72512,Active,81,,Activator,88
4963,26666193,98760,Inactive,10,,,-3
4964,26666198,245687,Inactive,13,,,-6
4965,26666199,293093,Inactive,3,,,4
4966,26666206,1833641,Inactive,24,,,31
4967,26666241,1936789,Inactive,8,,,-1
4968,26666482,948806,Inactive,15,,,-8
4969,26666631,1930165,Inactive,4,,,3
4970,26666661,1627181,Inactive,16,,,-9
4971,26666693,16682517,Inactive,52,,,-45
4972,26666694,1838764,Inactive,27,,,-20
4973,26666695,1833916,Inactive,45,,,-38
4974,26666737,2907764,Inactive,38,,,45
4975,26666786,249307,Inactive,5,,,12
4976,26666791,165308,Inactive,1,,,6
4977,26666852,281355,Inactive,11,,,-4
4978,26666889,135451593,Inactive,3,,,4
4979,26666912,292896,Inactive,0,,,7
4980,26666974,1397247,Inactive,2,,,5
4981,26667040,3559585,Inactive,6,,,1
4982,26667041,3344175,Inactive,9,,,-2
4983,26667052,2843331,Inactive,12,,,-5
4984,26667062,1421561,Inactive,18,,,-11
4985,26667097,9655277,Inactive,0,,,7
4986,26667102,3509998,Inactive,20,,,-13
4987,26667127,791979,Inactive,7,,,0
4988,26667176,76819,Inactive,4,,,11
4989,26667206,1399519,Inactive,25,,,-18
4990,26667220,920268,Inactive,10,,,-3
4991,26667226,135412250,Inactive,11,,,-4
4992,26667228,3535765,Inactive,5,,,2
4993,26667232,42024,Inactive,4,,,11
4994,26667240,1834602,Inactive,6,,,1
4995,26667244,135650615,Inactive,2,,,5
4996,26667245,135846000,Inactive,5,,,2
4997,26667248,6881386,Inactive,9,,,16
4998,26667251,1848633,Inactive,4,,,3
4999,26667258,1717181,Inactive,6,,,1
5000,26667292,930114,Inactive,6,,,1
5001,26667301,692812,Inactive,19,,,-12
5002,26667312,3613025,Inactive,4,,,3
5003,26667349,4988789,Inactive,6,,,1
5004,26667360,135479716,Inactive,4,,,3
5005,26667370,16412561,Inactive,29,,,-22
5006,26667388,16682548,Inactive,7,,,0
5007,26667401,646406,Inactive,17,,,-10
5008,26668412,2933833,Inactive,22,,,29
5009,26668531,645320,Inactive,28,,,35
5010,26668542,644773,Inactive,4,,,3
5011,26668846,2913074,Inactive,7,,,0
5012,26668946,2953653,Inactive,7,,,0
5013,26669338,16682553,Inactive,14,,,21
5014,26669367,824033,Inactive,10,,,-3
5015,26669374,3123302,Inactive,32,,,39
5016,26669580,3740678,Inactive,1,,,6
5017,26669601,9633907,Inactive,34,,,41
5018,26669675,4964258,Inactive,1,,,6
5019,26669686,16682572,Inactive,6,,,13
5020,26669764,4063939,Inactive,27,,,-20
5021,26669808,16682586,Inactive,14,,,-7
5022,26669858,4464849,Inactive,10,,,-3
5023,26669932,16682602,Inactive,3,,,4
5024,26670052,16682608,Inactive,18,,,25
5025,26670053,16682609,Inactive,1,,,8
5026,26670054,16682610,Inactive,33,,,40
5027,26670057,16682613,Inactive,5,,,12
5028,26670062,16682618,Inactive,1,,,8
5029,26670214,4288795,Inactive,3,,,10
5030,26670216,2449456,Inactive,2,,,5
5031,26670349,4838219,Active,100,,Activator,121
5032,26670434,16682655,Inactive,17,,,-10
5033,26670724,3237410,Inactive,9,,,-2
5034,26670737,659199,Inactive,2,,,9
5035,26670820,945988,Inactive,39,,,46
5036,26671283,6887754,Inactive,9,,,-2
5037,26671464,6882625,Inactive,9,,,-2
5038,26671489,112939,Inactive,14,,,-7
5039,26671604,3411950,Inactive,6,,,1
5040,26671611,6882664,Inactive,11,,,-4
5041,26671633,4253516,Inactive,16,,,-9
5042,26671655,135645018,Inactive,20,,,27
5043,26724128,16745331,Inactive,8,,,15
5044,26724130,16745333,Inactive,19,,,26
5045,26724137,16745336,Inactive,54,,,-47
5046,26724139,16745338,Inactive,42,,,49
5047,26724140,16745339,Inactive,18,,,25
5048,26724141,16745340,Inactive,5,,,12
5049,26724144,16745343,Inactive,46,,,53
5050,26724155,16745358,Inactive,1,,,8
5051,26724156,16745360,Active,83,,Activator,90
5052,26724158,16745364,Active,100,,Activator,169
5053,26724165,16745378,Inactive,9,,,-2
5054,26724168,16745383,Active,100,,Activator,125
5055,26724169,16745385,Active,100,,Activator,114
5056,26724509,3241371,Inactive,2,,,5
5057,26724512,3241643,Inactive,0,,,7
5058,26724523,3239460,Inactive,1,,,6
5059,26724584,3238586,Inactive,13,,,20
5060,26724690,5309818,Inactive,6,,,1
5061,26724725,5308205,Inactive,45,,,52
5062,26724787,3238612,Inactive,3,,,4
5063,26724800,3240356,Inactive,7,,,0
5064,26724819,3239567,Inactive,7,,,0
5065,26724868,3242611,Inactive,1,,,8
5066,26724893,3245957,Inactive,2,,,5
5067,26724916,3240532,Inactive,35,,,42
5068,26725184,16745479,Inactive,19,,,-12
5069,26725229,114917,Inactive,6,,,1
5070,26725302,10494,Inactive,6,,,1
5071,26725310,16745538,Inactive,12,,,-5
5072,26725348,16745570,Inactive,0,,,7
5073,26725352,16745574,Inactive,12,,,-5
5074,26725364,16745586,Inactive,9,,,-2
5075,26725386,16745608,Inactive,18,,,-11
5076,26725391,16745613,Inactive,11,,,-4
5077,26725406,16745628,Inactive,7,,,0
5078,26725408,16745630,Inactive,1,,,6
5079,26725409,16745631,Inactive,9,,,-2
5080,26725419,16745641,Inactive,9,,,-2
5081,26725424,16745646,Inactive,6,,,1
5082,26725431,16745653,Inactive,14,,,-7
5083,26725435,16745657,Inactive,5,,,2
5084,26725453,16745675,Inactive,5,,,2
5085,26725455,16745677,Inactive,16,,,-9
5086,26725456,16745678,Inactive,8,,,-1
5087,26725476,16759737,Inactive,11,,,-4
5088,26725482,16759794,Inactive,16,,,-9
5089,26725489,16759734,Inactive,10,,,-3
5090,26725517,16759771,Inactive,13,,,-6
5091,26725526,16745748,Inactive,7,,,0
5092,26725535,16745757,Inactive,7,,,0
5093,26725536,16745758,Inactive,19,,,-12
5094,26725537,16745759,Inactive,9,,,-2
5095,26725538,16745760,Inactive,11,,,-4
5096,26725539,16745761,Inactive,7,,,0
5097,26725540,16745762,Inactive,8,,,-1
5098,26725543,16745765,Inactive,7,,,0
5099,26725551,16759724,Inactive,11,,,-4
5100,26725552,16745774,Inactive,8,,,-1
5101,26725566,16745787,Inactive,7,,,0
5102,26725578,16745799,Active,99,,Activator,106
5103,26725593,16745813,Active,100,,Activator,146
5104,26725635,4679028,Inactive,6,,,1
5105,26725640,1555384,Inactive,4,,,3
5106,26725643,9631704,Inactive,20,,,-13
5107,26725670,16745829,Inactive,61,,,68
5108,26725763,700796,Inactive,8,,,-1
5109,26725827,5727181,Inactive,19,,,-12
